id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-1,2023-01-05,000001,Vente,1070000,184,,ALL DES HETRES,0124,01630,01354,Saint-Genis-Pouilly,01,,,01354000BD0334,,,29,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.019949,46.247458
2023-1,2023-01-05,000001,Vente,1070000,159,,ALL DES HETRES,0124,01630,01354,Saint-Genis-Pouilly,01,,,01354000BD0336,,,8,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.020204,46.247228
2023-1,2023-01-05,000001,Vente,1070000,159,,ALL DES HETRES,0124,01630,01354,Saint-Genis-Pouilly,01,,,01354000BD0336,,,22,,,,,,,,,,1,2,Appartement,233,8,,,,,,6.020204,46.247228
2023-2,2023-01-03,000001,Vente,152200,2914,,RTE DE PONCIN,0107,01450,01404,Serrières-sur-Ain,01,,,014040000D2317,,,,,,,,,,,,,0,1,Maison,64,3,S,sols,,,988,5.438273,46.129859
2023-3,2023-01-05,000001,Vente,269000,427,T,CHE DE L'AUBEPIN,0040,01800,01361,Saint-Jean-de-Niost,01,,,013610000B2405,,,,,,,,,,,,,0,1,Maison,73,3,S,sols,,,835,5.225844,45.853513
2023-3,2023-01-05,000001,Vente,269000,427,T,CHE DE L'AUBEPIN,0040,01800,01361,Saint-Jean-de-Niost,01,,,013610000B2405,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,835,5.225844,45.853513
2023-3,2023-01-05,000001,Vente,269000,427,T,CHE DE L'AUBEPIN,0040,01800,01361,Saint-Jean-de-Niost,01,,,013610000B2405,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,835,5.225844,45.853513
2023-4,2023-01-03,000001,Vente,770000,159,A,RUE DU PARC DE VILLARD,0151,01210,01281,Ornex,01,,,01281000AD0041,,,,,,,,,,,,,0,1,Maison,136,7,S,sols,,,921,6.083444,46.279993
2023-5,2023-01-06,000001,Vente,6820,,,ETANG DU BOIS,B062,01480,01446,Villeneuve,01,,,01446000ZL0019,,,,,,,,,,,,,0,,,,,T,terres,,,17050,4.879012,46.021213
2023-6,2023-01-06,000002,Echange,10040,,,CARRE ROCHER,B044,01500,01004,Ambérieu-en-Bugey,01,,,01004000AV0900,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,124,5.35921,45.971269
2023-6,2023-01-06,000002,Echange,10040,,,CARRE ROCHER,B044,01500,01004,Ambérieu-en-Bugey,01,,,01004000AV0934,,,,,,,,,,,,,0,,,,,S,sols,,,127,5.359094,45.971293
2023-7,2023-01-06,000003,Echange,12642,,,CARRE ROCHER,B044,01500,01004,Ambérieu-en-Bugey,01,,,01004000AV0935,,,,,,,,,,,,,0,,,,,P,prés,,,187,5.359016,45.971062
2023-7,2023-01-06,000003,Echange,12642,,,CARRE ROCHER,B044,01500,01004,Ambérieu-en-Bugey,01,,,01004000AV0936,,,,,,,,,,,,,0,,,,,P,prés,,,263,5.358931,45.97098
2023-8,2023-01-06,000003,Vente,85520,,,VACAGNOLE,B112,01340,01024,Attignat,01,,,01024000AI0123,,,,,,,,,,,,,0,,,,,P,prés,,,63,5.171281,46.269508
2023-8,2023-01-06,000003,Vente,85520,41,,CHE DE LA CROIX DE VACAGNOLE,0380,01340,01024,Attignat,01,,,01024000AI0127,,,,,,,,,,,,,0,1,Maison,160,5,,,,,,5.171364,46.269235
2023-8,2023-01-06,000003,Vente,85520,41,,CHE DE LA CROIX DE VACAGNOLE,0380,01340,01024,Attignat,01,,,01024000AI0127,,,,,,,,,,,,,0,3,Dépendance,,0,,,,,,5.171364,46.269235
2023-9,2023-01-04,000001,Vente,335000,352,,RUE DU VERGER,0100,01130,01152,Échallon,01,,,01152000AC0166,,,,,,,,,,,,,0,1,Maison,106,6,S,sols,,,1500,5.74021,46.207131
2023-9,2023-01-04,000001,Vente,335000,352,,RUE DU VERGER,0100,01130,01152,Échallon,01,,,01152000AC0166,,,,,,,,,,,,,0,1,Maison,106,6,P,prés,,,778,5.74021,46.207131
2023-10,2023-01-04,000001,Vente,8500,,,PETIT SIMANDRE,B122,01250,01408,Simandre-sur-Suran,01,,,014080000C1133,,,,,,,,,,,,,0,,,,,S,sols,,,159,5.419039,46.223797
2023-11,2023-01-04,000001,Vente,209000,51,,AV MAGINOT,2420,01000,01053,Bourg-en-Bresse,01,,,01053000AC0528,,,1,,36,,,,,,,,2,3,Dépendance,,0,,,,,,5.227046,46.21104
2023-11,2023-01-04,000001,Vente,209000,51,,AV MAGINOT,2420,01000,01053,Bourg-en-Bresse,01,,,01053000AC0528,,,1,,36,,,,,,,,2,2,Appartement,68,3,,,,,,5.227046,46.21104
2023-11,2023-01-04,000001,Vente,209000,51,,AV MAGINOT,2420,01000,01053,Bourg-en-Bresse,01,,,01053000AC0528,,,22,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.227046,46.21104
2023-12,2023-01-03,000001,Vente,325000,6021,,EN BONNE TEMPS,B020,01140,01348,Saint-Didier-sur-Chalaronne,01,,,01348000YB0160,,,,,,,,,,,,,0,1,Maison,70,4,S,sols,,,403,4.827211,46.174765
2023-12,2023-01-03,000001,Vente,325000,,,EN BONNE TEMPS,B020,01140,01348,Saint-Didier-sur-Chalaronne,01,,,01348000YB0161,,,,,,,,,,,,,0,,,,,S,sols,,,606,4.827302,46.17503
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2772,,,,,,,,,,,,,0,,,,,S,sols,,,20,5.293964,46.026547
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2773,,,,,,,,,,,,,0,,,,,S,sols,,,15,5.293878,46.026533
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2774,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,95,5.29351,46.026509
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2775,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,6,5.29338,46.026491
2023-13,2023-01-04,000001,Vente,430000,212,B,CHE DU MAS FALCON,0083,01160,01314,Priay,01,,,013140000D2776,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,89,5.293851,46.026677
2023-13,2023-01-04,000001,Vente,430000,212,B,CHE DU MAS FALCON,0083,01160,01314,Priay,01,,,013140000D2776,,,,,,,,,,,,,0,2,Appartement,51,2,S,sols,,,89,5.293851,46.026677
2023-13,2023-01-04,000001,Vente,430000,212,B,CHE DU MAS FALCON,0083,01160,01314,Priay,01,,,013140000D2776,,,,,,,,,,,,,0,2,Appartement,51,3,S,sols,,,89,5.293851,46.026677
2023-13,2023-01-04,000001,Vente,430000,212,B,CHE DU MAS FALCON,0083,01160,01314,Priay,01,,,013140000D2776,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,89,5.293851,46.026677
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2777,,,,,,,,,,,,,0,,,,,S,sols,,,51,5.293778,46.026671
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2778,,,,,,,,,,,,,0,,,,,S,sols,,,9,5.293744,46.026653
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2779,,,,,,,,,,,,,0,,,,,S,sols,,,109,5.293828,46.026576
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2780,,,,,,,,,,,,,0,,,,,S,sols,,,4,5.29391,46.026585
2023-13,2023-01-04,000001,Vente,430000,212,,CHE DU MAS FALCON,0083,01160,01314,Priay,01,,,013140000D2781,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,99,5.293688,46.026655
2023-13,2023-01-04,000001,Vente,430000,212,,CHE DU MAS FALCON,0083,01160,01314,Priay,01,,,013140000D2781,,,,,,,,,,,,,0,2,Appartement,40,2,S,sols,,,99,5.293688,46.026655
2023-13,2023-01-04,000001,Vente,430000,212,,CHE DU MAS FALCON,0083,01160,01314,Priay,01,,,013140000D2781,,,,,,,,,,,,,0,2,Appartement,48,2,S,sols,,,99,5.293688,46.026655
2023-13,2023-01-04,000001,Vente,430000,212,,CHE DU MAS FALCON,0083,01160,01314,Priay,01,,,013140000D2781,,,,,,,,,,,,,0,2,Appartement,40,2,S,sols,,,99,5.293688,46.026655
2023-13,2023-01-04,000001,Vente,430000,212,,CHE DU MAS FALCON,0083,01160,01314,Priay,01,,,013140000D2781,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,99,5.293688,46.026655
2023-13,2023-01-04,000001,Vente,430000,212,,CHE DU MAS FALCON,0083,01160,01314,Priay,01,,,013140000D2781,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,99,5.293688,46.026655
2023-13,2023-01-04,000001,Vente,430000,212,,CHE DU MAS FALCON,0083,01160,01314,Priay,01,,,013140000D2781,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,99,5.293688,46.026655
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2782,,,,,,,,,,,,,0,,,,,S,sols,,,77,5.293588,46.026653
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2783,,,,,,,,,,,,,0,,,,,S,sols,,,19,5.293603,46.026544
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2784,,,,,,,,,,,,,0,,,,,S,sols,,,26,5.2936,46.026509
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2785,,,,,,,,,,,,,0,,,,,S,sols,,,220,5.293588,46.026552
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2786,,,,,,,,,,,,,0,,,,,S,sols,,,5,5.293358,46.026541
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2787,,,,,,,,,,,,,0,,,,,S,sols,,,246,5.293496,46.026665
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2788,,,,,,,,,,,,,0,,,,,S,sols,,,8,5.293336,46.026601
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2789,,,,,,,,,,,,,0,,,,,S,sols,,,1,5.293447,46.026717
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2790,,,,,,,,,,,,,0,,,,,S,sols,,,17,5.2934,46.026719
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2791,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,36,5.293913,46.026711
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2792,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,347,5.293967,46.026674
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2793,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,85,5.293848,46.026765
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2794,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,83,5.293709,46.026759
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2795,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,204,5.293493,46.026746
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2796,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,7,5.293537,46.026721
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2797,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,8,5.293732,46.02651
2023-13,2023-01-04,000001,Vente,430000,,,LES VALETTES,B163,01160,01314,Priay,01,,,013140000D2798,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,10,5.293825,46.02652
2023-14,2023-01-03,000001,Vente,160000,,,AU VILLAGE,B152,01250,01422,Tossiat,01,,,014220000D0211,,,,,,,,,,,,,0,,,,,J,jardins,,,60,5.315958,46.139303
2023-14,2023-01-03,000001,Vente,160000,50,,RUE SAINT JEAN,0430,01250,01422,Tossiat,01,,,014220000D1285,,,,,,,,,,,,,0,1,Maison,100,3,S,sols,,,118,5.316151,46.139787
2023-15,2023-01-05,000001,Vente,97355,270,,AV DE BELLE FERME,0041,01170,01173,Gex,01,,,01173000AH0199,,,113,20.1,255,,,,,,,,2,4,Local industriel. commercial ou assimilé,23,0,,,,,,6.064908,46.332319
2023-16,2023-01-06,000001,Vente,175000,6,,RUE DU FBG DES DOMBES,0160,01140,01420,Thoissey,01,,,01420000AB0784,,,3,76.94,4,,,,,,,,2,3,Dépendance,,0,,,,,,4.804017,46.172869
2023-16,2023-01-06,000001,Vente,175000,6,,RUE DU FBG DES DOMBES,0160,01140,01420,Thoissey,01,,,01420000AB0784,,,3,76.94,4,,,,,,,,2,2,Appartement,77,3,,,,,,4.804017,46.172869
2023-17,2023-01-09,000001,Vente,100,,,DHUYS,B055,01250,01095,Nivigne et Suran,01,,,01095000AH0118,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,944,5.40411,46.254698
2023-18,2023-01-04,000001,Vente,40000,33,,RUE NEUVE,0030,01230,01416,Tenay,01,,,01416000AB0065,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,123,5.510831,45.921349
2023-18,2023-01-04,000001,Vente,40000,33,,RUE NEUVE,0030,01230,01416,Tenay,01,,,01416000AB0065,,,,,,,,,,,,,0,2,Appartement,50,3,S,sols,,,123,5.510831,45.921349
2023-18,2023-01-04,000001,Vente,40000,33,,RUE NEUVE,0030,01230,01416,Tenay,01,,,01416000AB0065,,,,,,,,,,,,,0,2,Appartement,44,3,S,sols,,,123,5.510831,45.921349
2023-18,2023-01-04,000001,Vente,40000,33,,RUE NEUVE,0030,01230,01416,Tenay,01,,,01416000AB0065,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,123,5.510831,45.921349
2023-19,2023-01-10,000001,Vente,277000,44,,IMP DU COMMERCE,0170,01290,01046,Biziat,01,,,010460000B0391,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,406,4.942622,46.216885
2023-19,2023-01-10,000001,Vente,277000,44,,IMP DU COMMERCE,0170,01290,01046,Biziat,01,,,010460000B0391,,,,,,,,,,,,,0,1,Maison,134,3,S,sols,,,406,4.942622,46.216885
2023-19,2023-01-10,000001,Vente,277000,,,LE BOURG,B006,01290,01046,Biziat,01,,,010460000B0393,,,,,,,,,,,,,0,,,,,S,sols,,,175,4.942692,46.216742
2023-19,2023-01-10,000001,Vente,277000,,,LE BOURG,B006,01290,01046,Biziat,01,,,010460000B0849,,,,,,,,,,,,,0,,,,,J,jardins,,,466,4.942224,46.216952
2023-19,2023-01-10,000001,Vente,277000,,,LE BOURG,B006,01290,01046,Biziat,01,,,010460000B0871,,,,,,,,,,,,,0,,,,,S,sols,,,349,4.942472,46.216801
2023-19,2023-01-10,000001,Vente,277000,,,LE BOURG,B006,01290,01046,Biziat,01,,,010460000B0905,,,,,,,,,,,,,0,,,,,P,prés,,,864,4.9422,46.216612
2023-19,2023-01-10,000001,Vente,277000,,,LE BOURG,B006,01290,01046,Biziat,01,,,010460000B1162,,,,,,,,,,,,,0,,,,,S,sols,,,16,4.94281,46.216848
2023-19,2023-01-10,000001,Vente,277000,,,LE BOURG,B006,01290,01046,Biziat,01,,,010460000B1164,,,,,,,,,,,,,0,,,,,S,sols,,,30,4.942786,46.216805
2023-20,2023-01-05,000001,Vente,361800,,,PORT GALAND,B082,01800,01378,Saint-Maurice-de-Gourdans,01,,,013780000B0892,,,,,,,,,,,,,0,,,,,S,sols,,,84,5.207618,45.817813
2023-20,2023-01-05,000001,Vente,361800,,,PORT GALAND,B082,01800,01378,Saint-Maurice-de-Gourdans,01,,,013780000B0896,,,,,,,,,,,,,0,,,,,S,sols,,,456,5.20696,45.817411
2023-20,2023-01-05,000001,Vente,361800,7,,CHE DE LA RIVIERE,0091,01800,01378,Saint-Maurice-de-Gourdans,01,,,013780000B1750,,,,,,,,,,,,,0,1,Maison,79,3,S,sols,,,541,5.207743,45.817732
2023-20,2023-01-05,000001,Vente,361800,,,PORT GALAND,B082,01800,01378,Saint-Maurice-de-Gourdans,01,,,013780000B1752,,,,,,,,,,,,,0,,,,,S,sols,,,204,5.207586,45.817613
2023-21,2023-01-05,000001,Vente,22500,,,LES PLATTES,B203,01500,01004,Ambérieu-en-Bugey,01,,,01004000BD0370,,,,,,,,,,,,,0,,,,,S,sols,,,321,5.361247,45.958879
2023-22,2023-01-04,000001,Vente,309000,,,EN PERABOZ,B184,01500,01004,Ambérieu-en-Bugey,01,,,01004000AV0631,,,,,,,,,,,,,0,,,,,L,landes,FRICH,Friche,807,5.359667,45.972278
2023-22,2023-01-04,000001,Vente,309000,86,,RUE DU CARRE ROCHER,0200,01500,01004,Ambérieu-en-Bugey,01,,,01004000AV0919,,,,,,,,,,,,,0,1,Maison,120,4,S,sols,,,1000,5.358885,45.972285
2023-22,2023-01-04,000001,Vente,309000,86,,RUE DU CARRE ROCHER,0200,01500,01004,Ambérieu-en-Bugey,01,,,01004000AV0919,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1000,5.358885,45.972285
2023-22,2023-01-04,000001,Vente,309000,86,,RUE DU CARRE ROCHER,0200,01500,01004,Ambérieu-en-Bugey,01,,,01004000AV0919,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1000,5.358885,45.972285
2023-22,2023-01-04,000001,Vente,309000,86,,RUE DU CARRE ROCHER,0200,01500,01004,Ambérieu-en-Bugey,01,,,01004000AV0919,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1000,5.358885,45.972285
2023-22,2023-01-04,000001,Vente,309000,,,EN PERABOZ,B184,01500,01004,Ambérieu-en-Bugey,01,,,01004000AV0924,,,,,,,,,,,,,0,,,,,P,prés,,,192,5.359568,45.972406
2023-23,2023-01-05,000001,Vente,79000,7,,RUE HENRI DUNANT,1860,01000,01053,Bourg-en-Bresse,01,,,01053000BM0109,,,515,,532,87,,,,,,,2,2,Appartement,86,4,,,,,,5.228652,46.213258
2023-23,2023-01-05,000001,Vente,79000,7,,RUE HENRI DUNANT,1860,01000,01053,Bourg-en-Bresse,01,,,01053000BM0109,,,515,,532,87,,,,,,,2,3,Dépendance,,0,,,,,,5.228652,46.213258
2023-24,2023-01-06,000001,Vente,9500,6,,RUE DE CUIRON,1070,01000,01053,Bourg-en-Bresse,01,,,01053000AV0044,,,296,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.238555,46.19238
2023-25,2023-01-04,000001,Vente,175000,5,,IMP DE JOURMELY,0316,01250,01184,Hautecourt-Romanèche,01,,,01184000AK0128,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,220,5.419976,46.151107
2023-25,2023-01-04,000001,Vente,175000,5,,IMP DE JOURMELY,0316,01250,01184,Hautecourt-Romanèche,01,,,01184000AK0128,,,,,,,,,,,,,0,1,Maison,90,3,S,sols,,,220,5.419976,46.151107
2023-25,2023-01-04,000001,Vente,175000,,,CHALLES,B041,01250,01184,Hautecourt-Romanèche,01,,,01184000AK0246,,,,,,,,,,,,,0,,,,,S,sols,,,373,5.419642,46.151182
2023-25,2023-01-04,000001,Vente,175000,,,CHALLES,B041,01250,01184,Hautecourt-Romanèche,01,,,01184000AK0248,,,,,,,,,,,,,0,,,,,J,jardins,,,77,5.419474,46.15118
2023-26,2023-01-04,000001,Vente,145800,4,,CHE DE LYONNIERE,0370,01370,01350,Saint-Étienne-du-Bois,01,,,013500000C0178,,,3,,,,,,,,,,1,2,Appartement,73,3,,,,,,5.28957,46.283013
2023-27,2023-01-05,000002,Vente,15000,,,SUR VEYLE,B175,01290,01134,Crottet,01,,,01134000ZL0091,,,,,,,,,,,,,0,,,,,P,prés,,,86,4.880637,46.272756
2023-28,2023-01-06,000001,Vente,190000,5,,CHE DE LA COTE,0041,01450,01404,Serrières-sur-Ain,01,,,014040000D1066,,,,,,,,,,,,,0,1,Maison,100,3,S,sols,,,585,5.435398,46.132418
2023-29,2023-01-04,000001,Vente en l'état futur d'achèvement,175200,,,TIRET,B263,01500,01004,Ambérieu-en-Bugey,01,,,01004000AO0024,,,53,13,,,,,,,,,1,,,,,,,,,,5.355443,45.963797
2023-29,2023-01-04,000001,Vente en l'état futur d'achèvement,175200,,,TIRET,B263,01500,01004,Ambérieu-en-Bugey,01,,,01004000AO0024,,,4,53,,,,,,,,,1,,,,,,,,,,5.355443,45.963797
2023-30,2023-01-02,000001,Vente,140000,6,,RUE DU PETIT PORT,0524,01130,01269,Nantua,01,,,01269000AB1043,,,17,,24,73.56,,,,,,,2,3,Dépendance,,0,,,,,,5.600573,46.154904
2023-30,2023-01-02,000001,Vente,140000,6,,RUE DU PETIT PORT,0524,01130,01269,Nantua,01,,,01269000AB1043,,,17,,24,73.56,,,,,,,2,3,Dépendance,,0,,,,,,5.600573,46.154904
2023-30,2023-01-02,000001,Vente,140000,6,,RUE DU PETIT PORT,0524,01130,01269,Nantua,01,,,01269000AB1043,,,39,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.600573,46.154904
2023-30,2023-01-02,000001,Vente,140000,6,,RUE DU PETIT PORT,0524,01130,01269,Nantua,01,,,01269000AB1043,,,17,,24,73.56,,,,,,,2,2,Appartement,67,3,,,,,,5.600573,46.154904
2023-31,2023-01-06,000001,Vente,281200,228,,RUE DE SAINT MARTIN,0370,01700,01249,Miribel,01,,,01249000AH0813,,,15,105.44,,,,,,,,,1,3,Dépendance,,0,,,,,,4.961108,45.826927
2023-31,2023-01-06,000001,Vente,281200,228,,RUE DE SAINT MARTIN,0370,01700,01249,Miribel,01,,,01249000AH0813,,,34,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.961108,45.826927
2023-31,2023-01-06,000001,Vente,281200,228,,RUE DE SAINT MARTIN,0370,01700,01249,Miribel,01,,,01249000AH0813,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.961108,45.826927
2023-31,2023-01-06,000001,Vente,281200,228,,RUE DE SAINT MARTIN,0370,01700,01249,Miribel,01,,,01249000AH0813,,,15,105.44,,,,,,,,,1,2,Appartement,106,5,,,,,,4.961108,45.826927
2023-32,2023-01-02,000001,Vente,525000,,,SUR GOISIN,B058,01630,01360,Saint-Jean-de-Gonville,01,,,013600000D2606,,,,,,,,,,,,,0,,,,,S,sols,,,329,5.946025,46.211282
2023-33,2023-01-03,000001,Vente terrain à bâtir,2160000,5404,,L ETANG,B079,01190,01337,Saint-Bénigne,01,,,01337000ZM0248,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,2348,0,S,sols,,,9109,4.953372,46.436266
2023-34,2023-01-03,000001,Vente,112000,51,,RUE DE LYON,0120,01090,01263,Montmerle-sur-Saône,01,,,01263000AE0147,,,2,47.97,,,,,,,,,1,2,Appartement,49,2,,,,,,4.759928,46.078723
2023-35,2023-01-06,000001,Vente,420000,5347,,LE FOURNIEUX,B047,01480,01075,Chaleins,01,,,01075000WM0214,,,,,,,,,,,,,0,1,Maison,44,1,S,sols,,,183,4.791588,46.023192
2023-35,2023-01-06,000001,Vente,420000,5347,,LE FOURNIEUX,B047,01480,01075,Chaleins,01,,,01075000WM0214,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,183,4.791588,46.023192
2023-35,2023-01-06,000001,Vente,420000,5347,,LE FOURNIEUX,B047,01480,01075,Chaleins,01,,,01075000WM0214,,,,,,,,,,,,,0,3,Dépendance,,0,P,prés,,,938,4.791588,46.023192
2023-35,2023-01-06,000001,Vente,420000,5347,,LE FOURNIEUX,B047,01480,01075,Chaleins,01,,,01075000WM0214,,,,,,,,,,,,,0,1,Maison,44,1,P,prés,,,938,4.791588,46.023192
2023-36,2023-01-06,000001,Vente,110000,,,MALATRAIT,B218,01851,01232,Marboz,01,,,01232000WS0070,,,,,,,,,,,,,0,,,,,P,prés,,,1775,5.261066,46.331309
2023-36,2023-01-06,000001,Vente,110000,5234,,MALATRAIT,B218,01851,01232,Marboz,01,,,01232000WS0071,,,,,,,,,,,,,0,1,Maison,108,2,S,sols,,,4430,5.260566,46.331159
2023-37,2023-01-04,000002,Vente,1040000,241,,RUE DE LAUSANNE,0490,01220,01143,Divonne-les-Bains,01,,,01143000AE0435,,,,,,,,,,,,,0,,,,,S,sols,,,20,6.143517,46.359542
2023-37,2023-01-04,000002,Vente,1040000,241,2,RUE DE LAUSANNE,0490,01220,01143,Divonne-les-Bains,01,,,01143000AE0436,,,3,44.3,,,,,,,,,1,3,Dépendance,,0,,,,,,6.143599,46.359541
2023-37,2023-01-04,000002,Vente,1040000,221,,RUE DE LAUSANNE,0490,01220,01143,Divonne-les-Bains,01,,,01143000AE0632,,,,,,,,,,,,,0,2,Appartement,149,5,S,sols,,,216,6.143607,46.359432
2023-37,2023-01-04,000002,Vente,1040000,221,,RUE DE LAUSANNE,0490,01220,01143,Divonne-les-Bains,01,,,01143000AE0632,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,216,6.143607,46.359432
2023-37,2023-01-04,000002,Vente,1040000,221,,RUE DE LAUSANNE,0490,01220,01143,Divonne-les-Bains,01,,,01143000AE0632,,,,,,,,,,,,,0,2,Appartement,108,4,S,sols,,,216,6.143607,46.359432
2023-37,2023-01-04,000002,Vente,1040000,221,,RUE DE LAUSANNE,0490,01220,01143,Divonne-les-Bains,01,,,01143000AE0632,,,,,,,,,,,,,0,2,Appartement,54,1,S,sols,,,216,6.143607,46.359432
2023-38,2023-01-06,000001,Vente,340000,,,LE MAS DES ANDRES,B034,01700,01376,Saint-Maurice-de-Beynost,01,,,01376000AB0191,,,,,,,,,,,,,0,,,,,VI,vignes,,,905,4.980559,45.835189
2023-39,2023-01-04,000001,Vente,440000,5079,,RTE DE LYON,0500,01390,01333,Saint-André-de-Corcy,01,,,01333000AT0005,,,,,,,,,,,,,0,1,Maison,128,5,AG,terrains d'agrément,,,2450,4.948085,45.920631
2023-39,2023-01-04,000001,Vente,440000,5079,,RTE DE LYON,0500,01390,01333,Saint-André-de-Corcy,01,,,01333000AT0005,,,,,,,,,,,,,0,1,Maison,128,5,S,sols,,,989,4.948085,45.920631
2023-40,2023-01-04,000001,Vente,1990000,264,,RUE VOLTAIRE,0780,01220,01143,Divonne-les-Bains,01,,,01143000AN0039,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,2135,6.135045,46.353986
